index,split,unknown_class,cifar10_predicted_class,score,threshold,margin,failure_category,explanation
561,near,camel,bird,-6.0353,-5.2929,0.7423,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
525,near,fox,cat,-6.027,-5.2929,0.734,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
349,near,tractor,truck,-6.0266,-5.2929,0.7336,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
678,near,leopard,deer,-6.0247,-5.2929,0.7318,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
454,near,pickup_truck,automobile,-6.0104,-5.2929,0.7174,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
509,near,wolf,cat,-6.0072,-5.2929,0.7142,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
373,near,leopard,bird,-5.9954,-5.2929,0.7024,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
492,near,motorcycle,automobile,-5.9887,-5.2929,0.6958,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
72,near,camel,dog,-5.9814,-5.2929,0.6885,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
169,near,tractor,truck,-5.9766,-5.2929,0.6837,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
228,near,leopard,deer,-5.9757,-5.2929,0.6827,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
368,near,motorcycle,automobile,-5.9753,-5.2929,0.6824,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
671,near,bus,cat,-5.9741,-5.2929,0.6811,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
618,near,wolf,cat,-5.9558,-5.2929,0.6629,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
681,near,tractor,truck,-5.9537,-5.2929,0.6608,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
737,near,bus,horse,-5.9277,-5.2929,0.6348,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
539,near,tractor,truck,-5.9192,-5.2929,0.6263,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
708,near,motorcycle,truck,-5.9015,-5.2929,0.6085,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
54,near,fox,deer,-5.8951,-5.2929,0.6021,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
118,near,motorcycle,automobile,-5.8897,-5.2929,0.5968,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
364,near,bus,deer,-5.8863,-5.2929,0.5933,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
472,near,wolf,cat,-5.8824,-5.2929,0.5895,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
423,near,leopard,cat,-5.8759,-5.2929,0.583,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
642,near,fox,dog,-5.8693,-5.2929,0.5764,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
664,near,bus,horse,-5.8628,-5.2929,0.5698,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
263,near,fox,cat,-5.8502,-5.2929,0.5573,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
622,near,motorcycle,automobile,-5.8478,-5.2929,0.5548,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
773,near,bus,horse,-5.8453,-5.2929,0.5524,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
284,near,motorcycle,automobile,-5.8453,-5.2929,0.5523,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
675,near,motorcycle,automobile,-5.8408,-5.2929,0.5479,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
354,near,tractor,truck,-5.8377,-5.2929,0.5447,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
571,near,bus,bird,-5.8341,-5.2929,0.5412,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
721,near,pickup_truck,automobile,-5.8268,-5.2929,0.5339,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
199,near,tractor,ship,-5.8172,-5.2929,0.5243,Surprising Failure,"Class 'tractor' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
186,near,bus,horse,-5.8137,-5.2929,0.5207,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
702,near,camel,horse,-5.8084,-5.2929,0.5154,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
2,near,pickup_truck,truck,-5.7979,-5.2929,0.505,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
35,near,leopard,frog,-5.7934,-5.2929,0.5005,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
280,near,fox,cat,-5.7927,-5.2929,0.4997,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
69,near,wolf,cat,-5.7816,-5.2929,0.4887,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
418,near,pickup_truck,automobile,-5.7603,-5.2929,0.4674,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
632,near,leopard,dog,-5.7574,-5.2929,0.4644,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
394,near,pickup_truck,truck,-5.7444,-5.2929,0.4514,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
491,near,wolf,dog,-5.7427,-5.2929,0.4497,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
124,near,pickup_truck,automobile,-5.7402,-5.2929,0.4473,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
320,near,wolf,deer,-5.7379,-5.2929,0.4449,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'deer', causing the closed-set classifier to absorb the unknown with high logit response."
558,near,bus,horse,-5.7296,-5.2929,0.4366,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
37,near,pickup_truck,automobile,-5.7185,-5.2929,0.4256,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
429,near,leopard,frog,-5.7087,-5.2929,0.4157,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
781,near,bus,horse,-5.6994,-5.2929,0.4064,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
396,near,leopard,cat,-5.6839,-5.2929,0.3909,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
45,near,pickup_truck,automobile,-5.6749,-5.2929,0.382,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
